OBS,AGE,GENDER,CHK_ACCT,SAV_ACCT,NUM_CREDITS,DURATION,HISTORY,PRESENT_RESIDENT,EMPLOYMENT,JOB,NUM_DEPENDENTS,RENT,INSTALL_RATE,GUARANTOR,OTHER_INSTALL,OWN_RES,TELEPHONE,FOREIGN,REAL_ESTATE,TYPE,AMOUNT_REQUESTED,CREDIT_EXTENDED,NPV,IsProfitable,MySample,NPV_Predicted
504,25,male,1,0,2,45,4,2,1,1,1,0,4,0,0,1,0,0,0,4,4746,3322,-1100,0,T,-966.43265
457,37,male,1,4,2,24,3,2,2,3,1,0,4,0,1,1,1,0,0,6,4712,3298,437,1,T,-296.9060372
358,22,male,0,0,1,15,2,4,2,1,1,0,4,0,0,1,0,0,0,6,806,725,226,1,T,-711.6615991
724,61,male,1,1,2,21,2,2,4,1,1,1,4,0,1,0,0,0,0,6,2767,2490,-2105,0,T,-1165.772429
127,55,female,0,0,1,24,2,4,4,2,1,0,4,0,0,1,0,0,0,4,1603,961,195,1,T,-341.2306842
645,34,male,0,0,1,36,2,4,1,2,1,0,4,0,0,1,1,0,0,1,1842,1289,-599,0,T,-974.3722731
41,39,female,3,0,1,18,2,4,1,2,1,0,3,0,0,1,1,0,1,4,1473,1473,430,1,T,174.7357794
548,26,male,0,0,1,18,0,4,1,2,1,1,1,0,0,0,0,0,0,3,3114,2802,-1133,0,T,-1309.491385
305,24,male,0,1,2,30,4,4,3,2,1,1,1,0,0,0,0,0,0,2,6187,4949,997,1,T,139.5816009
413,27,male,1,4,1,18,2,3,1,2,1,1,4,0,0,0,0,0,1,3,1924,1924,-843,0,T,4.668307545
955,35,male,3,4,2,48,4,1,3,2,1,0,2,0,0,0,1,0,0,2,8858,7086,1010,1,T,316.2773028
880,54,male,3,4,2,24,3,4,4,2,1,0,4,0,0,1,1,0,0,1,717,501,83,1,T,334.3338601
309,58,male,0,0,1,24,2,4,4,1,1,0,4,1,0,1,1,0,1,0,1755,1053,211,1,T,-217.8891974
773,25,male,0,0,2,18,2,4,2,2,1,1,4,0,1,0,0,0,0,4,1882,1317,-576,0,T,-595.7727393
441,43,female,1,4,1,18,3,4,4,2,2,0,4,0,0,1,0,0,0,1,2899,2609,826,1,T,292.582302
117,30,female,3,0,2,18,4,1,1,2,1,0,4,0,0,1,0,0,0,1,1055,844,164,1,T,-322.8134985
764,21,female,3,0,2,60,3,4,3,2,1,0,2,0,0,1,1,0,0,4,15653,7826,937,1,T,-292.031139
470,28,male,3,0,1,24,2,2,3,2,1,0,4,0,0,1,1,0,0,4,2284,1827,525,1,T,304.7108705
900,23,male,0,0,1,45,2,4,2,2,1,0,4,0,0,0,1,0,0,4,1845,1476,-884,0,T,-959.1612188
562,48,male,1,4,1,48,0,2,2,3,1,0,2,0,1,1,1,0,0,6,12204,12204,3488,1,T,-1655.080142
336,28,female,0,0,2,12,0,2,2,2,1,1,4,0,0,0,1,0,0,4,6199,3719,-1466,0,T,-1147.051567
349,30,female,3,3,2,15,3,2,3,2,1,0,3,0,0,1,0,0,0,3,960,960,195,1,T,827.4268152
72,32,male,3,2,2,18,4,3,4,3,1,0,4,0,1,1,1,0,0,4,629,440,56,1,T,334.9893656
857,41,male,1,4,2,48,2,1,3,2,2,0,4,0,0,1,1,0,0,4,3979,2785,481,1,T,-236.7720459
474,37,male,3,0,1,4,4,1,3,2,2,0,1,0,0,1,0,0,1,1,3380,2704,589,1,T,839.3233153
168,31,female,3,1,2,36,2,2,3,2,1,0,2,0,0,1,1,0,0,6,5742,5742,1198,1,T,-505.0321855
872,31,male,2,4,2,24,4,2,2,2,1,0,3,0,0,1,1,0,0,4,3148,1574,135,1,T,724.2708987
788,28,male,3,0,1,36,2,2,4,2,1,0,4,0,0,1,0,0,0,4,3595,2876,790,1,T,-338.9125624
455,61,female,3,0,2,12,4,4,4,1,1,0,4,0,0,1,0,0,1,1,1255,627,87,1,T,69.9420347
783,36,female,3,0,2,18,0,2,2,2,2,0,2,0,1,1,0,0,0,6,4165,3748,-3135,0,T,-1407.647384
822,24,female,0,0,1,24,2,2,2,1,1,1,2,0,0,0,0,0,1,3,3021,2114,402,1,T,-453.2287429
625,52,male,3,0,3,12,4,4,4,2,1,0,4,0,0,1,0,0,1,4,717,573,79,1,T,169.8930847
234,24,male,1,1,1,60,2,2,1,3,1,0,4,0,0,1,0,0,0,1,7408,5926,-3545,0,T,-1349.484484
484,25,male,2,0,1,15,2,3,1,1,1,0,2,0,0,1,0,0,1,4,2327,2327,-772,0,T,435.5196414
952,36,female,3,4,2,6,4,4,4,2,1,0,4,0,0,0,0,0,0,4,700,350,29,1,T,659.1168867
73,34,male,2,0,2,9,0,2,1,3,1,0,4,0,0,1,1,0,0,4,1337,1203,-479,0,T,-524.5811181
539,25,female,3,0,2,18,4,1,2,2,1,0,2,0,0,1,0,0,0,4,2238,1342,149,1,T,94.9529827
553,30,male,1,0,2,26,2,3,1,2,1,0,2,0,0,1,0,0,0,2,7966,4779,456,1,T,-622.4382373
15,27,female,2,3,1,6,2,2,1,0,1,0,2,0,0,1,0,1,1,1,709,496,93,1,T,617.2539793
762,37,male,0,0,3,6,4,3,2,2,2,1,1,0,0,0,0,0,1,1,3676,2940,308,1,T,-442.1249216
294,30,male,3,0,2,9,4,1,2,2,1,0,3,0,0,1,0,0,1,1,1224,1101,221,1,T,173.5754012
62,22,male,0,1,1,12,2,3,0,2,1,0,4,0,0,1,0,0,0,0,741,518,-192,0,T,53.24791314
941,28,female,2,2,3,12,4,2,3,2,1,0,4,0,0,1,1,0,1,1,939,751,-250,0,T,724.3821358
644,23,female,3,2,1,6,2,4,3,1,1,1,2,0,0,0,0,0,1,0,660,660,200,1,T,879.5802386
35,24,male,1,0,2,24,4,4,1,2,1,0,2,0,0,0,1,0,0,5,5743,4020,674,1,T,-992.9894598
381,35,male,3,4,2,12,4,4,4,2,1,0,4,0,0,1,0,0,0,4,976,488,52,1,T,742.6638393
814,35,female,1,4,3,15,4,2,3,2,1,0,4,1,1,1,1,0,1,4,2728,2728,362,1,T,674.26546
820,36,female,1,4,1,24,2,4,4,2,1,0,4,0,1,0,1,0,0,2,2760,1656,394,1,T,46.86878175
697,23,male,1,2,2,27,4,2,2,1,1,0,4,0,0,1,0,0,0,4,2520,2016,-647,0,T,-196.7657692
846,27,male,0,0,1,6,2,1,1,2,1,0,4,0,0,1,0,0,1,0,343,308,98,1,T,97.76398635
665,32,male,0,0,2,30,0,2,2,2,1,0,2,1,0,1,0,0,1,3,4583,3208,534,1,T,-1259.390781
31,54,female,3,0,1,6,2,4,0,0,1,0,1,0,0,1,1,0,1,1,672,470,116,1,T,142.2890406
549,47,female,1,0,1,6,3,4,0,3,1,0,4,0,0,1,1,0,0,1,1209,967,-475,0,T,-56.18273669
28,32,female,3,4,1,18,2,3,3,2,1,0,4,0,0,1,0,1,0,1,2662,1863,485,1,T,681.4755747
735,23,female,1,2,1,24,2,4,0,0,1,1,1,0,0,0,0,0,0,4,3758,2254,384,1,T,-439.2024722
148,23,female,0,0,1,6,2,4,1,2,1,0,4,0,0,1,0,0,0,5,448,268,-220,0,T,-287.5958318
772,32,male,3,0,1,18,2,2,2,3,1,0,4,0,0,0,1,0,0,4,1505,1354,419,1,T,-127.421064
572,63,male,3,4,2,30,4,4,4,2,1,0,1,0,0,1,0,0,0,2,7596,4557,658,1,T,521.8211607
284,29,male,0,0,2,45,0,4,4,2,1,1,2,0,0,0,0,0,0,6,11816,7089,-4581,0,T,-2490.369553
334,24,female,3,1,2,48,4,4,2,1,1,1,2,0,1,0,0,0,0,2,11590,11590,-4476,0,T,-334.2886489
980,35,female,1,4,1,9,2,2,1,0,1,0,4,0,0,1,0,0,1,1,1549,929,192,1,T,235.1204565
268,42,male,3,0,1,60,2,4,4,3,1,0,2,0,0,1,1,0,0,1,10366,7256,1522,1,T,-1160.103945
93,28,male,3,0,2,18,4,2,2,2,1,0,4,0,0,1,0,0,0,3,1817,1453,207,1,T,-43.72156346
756,29,male,3,4,2,21,0,4,2,2,1,0,1,0,1,1,1,0,0,1,5003,3502,-1636,0,T,-620.6200931
300,23,male,0,4,2,18,2,4,3,1,1,1,2,0,0,0,0,0,0,4,1936,1936,504,1,T,312.7513812
834,28,female,0,0,1,24,2,4,2,2,1,0,4,0,0,1,0,0,0,3,4169,2501,599,1,T,-440.0735587
976,35,female,0,0,2,12,4,3,4,2,1,0,4,0,0,1,0,0,0,1,691,414,-225,0,T,-385.5780246
241,27,male,3,0,2,24,3,2,1,2,1,0,2,0,1,1,1,0,0,6,8648,6918,-4433,0,T,-583.6521109
33,28,male,1,0,2,30,4,2,0,3,1,0,4,0,0,1,0,0,0,1,4249,2549,-1157,0,T,-935.077694
883,47,male,0,4,1,36,2,4,4,2,1,0,3,0,0,0,0,0,0,2,8335,5001,-2571,0,T,-85.6811768
437,25,male,0,0,1,18,2,1,0,0,1,0,4,0,0,1,0,0,0,3,2473,1978,-1048,0,T,-396.3345201
792,68,male,0,0,1,6,2,4,4,3,1,0,1,0,1,1,1,0,0,1,14896,13406,-7231,0,T,-269.1983392
848,39,female,1,1,1,12,2,4,3,1,1,0,3,0,0,1,0,0,1,6,1037,622,116,1,T,34.0215836
217,36,female,3,2,2,15,2,3,3,2,1,0,4,0,0,1,1,0,0,0,1262,757,72,1,T,490.5035641
108,46,male,3,4,2,7,4,2,4,1,1,1,4,0,0,0,1,0,0,4,730,511,85,1,T,637.8496551
781,65,female,3,4,4,12,4,4,4,2,1,0,4,0,0,1,0,0,1,4,930,837,49,1,T,519.0054491
993,43,male,0,0,2,12,3,2,2,1,2,0,4,0,0,1,0,0,1,1,1344,940,158,1,T,9.903429582
209,24,male,3,1,1,18,2,4,2,1,1,1,3,0,0,0,0,0,0,6,1568,1254,363,1,T,-471.1305664
338,63,male,3,4,1,60,4,4,4,3,1,0,2,0,1,0,1,0,0,1,13756,8253,1802,1,T,-589.2646706
609,27,male,1,0,2,18,4,1,1,2,1,0,4,0,0,1,0,0,0,3,1295,777,82,1,T,-530.8919425
584,48,male,0,0,2,12,0,4,2,2,1,0,4,0,1,1,0,0,0,1,1082,757,-337,0,T,-1246.679048
824,35,male,3,0,2,12,4,2,2,2,1,0,4,0,0,1,0,0,0,4,1291,903,173,1,T,222.5563724
568,26,male,3,0,1,30,4,4,3,3,1,1,4,0,0,0,1,0,0,4,4530,2718,593,1,T,188.007617
434,23,female,0,0,2,24,0,4,4,2,2,1,3,0,1,0,0,0,0,3,4110,3699,-2183,0,T,-1580.764564
201,49,male,3,0,1,12,4,3,3,1,2,0,2,0,0,1,0,0,1,5,2096,1467,383,1,T,717.9449551
354,26,female,3,1,1,24,2,3,3,2,1,0,4,0,0,1,1,0,0,4,1311,1048,306,1,T,562.6690392
357,37,male,1,4,1,36,2,4,2,2,1,0,1,0,0,0,1,0,0,1,12389,8672,-3366,0,T,-641.2516407
755,32,female,3,0,1,24,2,1,3,2,2,0,3,0,1,1,0,0,0,4,1552,931,158,1,T,304.7108705
973,36,female,2,3,2,24,4,4,2,2,1,0,2,0,0,1,1,0,1,6,1275,892,116,1,T,61.76632459
514,38,female,3,4,2,12,4,2,4,2,1,0,4,0,0,1,1,0,1,4,1240,868,130,1,T,940.6589975
116,38,female,3,0,1,10,2,4,2,2,1,0,1,0,0,1,1,1,0,4,1924,1539,381,1,T,253.8671313
643,29,male,3,0,2,28,4,2,4,2,1,0,4,0,0,1,0,0,0,4,2743,2194,392,1,T,-157.5510052
962,49,male,3,0,1,12,2,2,2,1,1,0,4,0,0,1,0,0,1,1,640,320,44,1,T,98.55000203
853,31,female,0,0,1,36,2,4,2,2,1,1,4,0,0,0,0,0,0,4,2302,1841,-888,0,T,-767.7561343
701,35,female,1,0,1,36,2,2,2,3,1,1,2,0,0,0,1,0,0,2,6948,4863,1231,1,T,-728.4454646
668,33,male,3,0,1,24,4,4,4,2,1,0,4,0,0,1,1,0,0,3,5150,3605,876,1,T,-0.329850677
439,26,male,3,1,2,30,3,2,2,1,1,0,2,0,0,1,0,0,0,6,4272,2563,249,1,T,-346.3086748
197,47,male,1,0,2,21,3,4,2,2,1,0,1,0,0,1,0,0,0,1,2353,2117,405,1,T,-502.153634
220,36,male,1,0,1,27,2,2,2,2,2,0,4,0,0,1,1,0,0,6,3915,1957,-1448,0,T,-1089.525199
462,22,female,3,0,1,18,3,1,3,2,1,0,4,0,0,1,0,0,1,3,1808,1265,-751,0,T,871.339975
994,46,female,3,4,2,24,4,4,2,3,2,0,2,0,0,1,1,0,0,2,6842,5473,894,1,T,689.2562221
235,25,female,1,2,1,18,2,3,1,2,1,1,1,0,0,0,0,0,1,4,3213,1927,434,1,T,-136.7282303
513,30,male,0,0,2,12,4,2,2,2,1,0,4,0,0,1,0,0,0,1,2121,1908,349,1,T,-345.7463529
752,23,male,3,0,2,36,4,4,1,2,1,1,2,0,0,0,1,0,0,3,7127,4988,-1596,0,T,-744.670732
173,24,male,1,3,1,6,1,2,1,2,2,1,4,0,1,0,0,0,0,5,433,389,-328,0,T,-777.5999735
83,27,male,3,0,2,12,2,2,2,2,1,0,3,0,0,1,1,0,1,1,1101,990,198,1,T,-112.2767721
673,47,female,3,2,2,15,4,2,2,1,1,0,2,0,0,1,0,0,0,4,1316,921,135,1,T,438.6227322
407,26,male,3,0,1,24,2,4,1,2,1,0,4,0,0,1,1,0,0,4,3181,2544,598,1,T,-150.8627684
324,25,male,1,0,1,18,2,2,2,1,1,0,4,1,0,1,0,0,1,4,866,779,199,1,T,-98.45728551
185,28,male,3,0,2,21,3,2,2,1,1,0,3,0,1,1,0,0,1,2,2993,2095,359,1,T,548.7685608
922,64,female,3,0,1,10,2,4,2,2,1,0,2,0,0,1,1,0,0,1,1364,1364,373,1,T,-56.91069287
180,41,female,3,4,1,24,2,4,4,3,2,0,3,0,0,1,1,0,0,2,6313,6313,2196,1,T,638.2008461
464,25,male,1,0,1,24,2,4,1,1,1,0,3,0,0,1,1,0,0,1,1355,948,-325,0,T,-841.8223145
493,55,male,0,0,1,24,1,1,1,2,1,0,2,0,1,1,1,0,0,3,6872,6184,-2721,0,T,-1004.366272
444,25,male,0,0,1,9,2,2,2,2,1,0,3,0,0,1,0,0,1,3,2136,1708,481,1,T,76.93007374
167,23,male,0,4,1,12,2,2,2,2,1,0,4,0,0,1,0,0,0,1,900,900,-491,0,T,202.9690814
982,26,male,0,0,1,18,2,3,2,2,1,0,4,0,1,1,0,0,1,4,1345,807,-352,0,T,24.19953535
995,31,female,3,1,2,24,2,4,4,2,1,0,2,0,0,1,0,0,0,4,3621,3258,-1327,0,T,-36.57438845
291,42,female,3,4,2,36,4,4,4,2,1,0,2,0,0,0,0,0,0,2,10477,5238,604,1,T,183.0674287
653,31,male,3,1,1,15,4,3,2,2,1,0,4,0,0,1,0,0,0,5,1532,766,126,1,T,365.5212891
833,31,male,2,0,1,36,2,2,4,2,1,0,4,0,0,1,0,0,0,4,4473,4473,1355,1,T,-141.9303954
867,43,male,0,0,2,12,4,4,4,2,1,1,3,0,0,0,1,0,0,1,4843,4358,-1482,0,T,-596.7283669
839,27,female,1,2,1,15,4,4,2,2,1,0,2,0,1,1,0,0,0,6,2326,1860,519,1,T,-332.3998868
862,21,female,1,1,1,30,2,4,2,2,1,1,2,0,0,0,0,0,0,3,3441,2752,-1151,0,T,-643.5259428
657,36,male,0,0,1,12,2,3,3,2,1,0,2,0,0,1,0,0,0,1,1372,1234,-428,0,T,-8.385075382
56,23,male,3,4,2,12,4,4,3,2,1,0,4,0,0,1,0,0,1,0,996,498,68,1,T,1254.42198
25,29,male,0,4,1,24,2,2,4,2,1,0,4,0,1,1,0,0,0,1,915,915,-337,0,T,-92.0693697
81,54,male,3,0,2,24,4,4,4,2,2,0,4,0,0,0,0,0,0,5,1597,1597,401,1,T,-545.6507525
472,27,male,1,0,1,60,2,2,3,3,1,0,4,0,0,1,1,0,0,1,14027,7013,-2463,0,T,-1151.869014
898,47,male,3,0,2,24,3,4,4,1,2,0,4,0,0,1,0,0,0,1,2538,2284,-904,0,T,-225.6052785
985,57,male,0,0,1,12,2,4,4,1,1,0,4,0,1,1,0,0,1,4,709,425,-142,0,T,111.9712534
647,29,male,0,0,1,24,3,2,1,1,1,1,4,0,0,0,1,0,0,4,1659,1493,-819,0,T,-239.832909
480,32,female,3,2,1,24,2,3,4,2,1,1,4,0,0,0,1,0,0,3,3062,1531,317,1,T,-153.6626169
928,29,male,3,1,1,24,2,4,2,3,1,1,4,0,0,0,1,0,0,4,1901,1330,310,1,T,2.933715037
3,48,male,3,0,3,9,4,4,2,2,1,0,4,0,0,1,1,0,0,1,2134,1920,268,1,T,-235.2465311
179,60,female,3,3,1,24,4,4,4,2,1,0,4,0,0,1,1,0,1,1,1940,1746,466,1,T,326.669107
161,30,male,1,0,1,9,2,1,2,2,1,0,4,0,0,1,0,0,0,3,918,734,-284,0,T,-243.7219052
384,42,female,1,4,1,24,2,4,4,2,1,0,2,0,0,1,1,0,0,4,5084,3558,936,1,T,96.0516336
436,46,male,3,2,1,10,2,4,4,2,1,0,4,0,0,0,1,0,0,5,727,508,136,1,T,20.73484047
720,27,female,1,1,4,12,2,4,1,2,1,1,4,0,1,0,0,0,0,3,951,570,-263,0,T,-1000.184753
260,36,male,3,3,1,21,2,4,4,1,1,0,4,0,1,1,0,0,1,6,1572,1100,265,1,T,-122.4695237
60,58,female,0,0,4,12,4,3,3,1,1,0,4,0,0,1,1,0,1,4,385,308,19,1,T,89.95806292
448,33,male,1,0,1,18,4,2,2,2,1,0,4,0,0,1,0,0,0,4,1245,996,-453,0,T,-74.40196512
488,29,female,0,0,1,12,2,2,2,1,2,0,2,0,0,1,0,0,0,3,3590,3231,881,1,T,-184.8667792
181,48,male,1,0,2,18,4,4,4,1,1,1,3,1,1,0,1,0,1,4,1795,1615,282,1,T,-338.2155952
510,58,female,1,0,1,54,0,4,1,2,1,1,3,0,0,0,1,0,0,6,15945,7972,-6114,0,T,-2660.761669
133,32,male,0,0,1,24,2,3,1,2,1,0,4,0,0,1,0,0,0,4,1938,1550,-696,0,T,-408.3876695
618,42,male,0,0,1,12,2,1,2,2,1,0,2,0,0,1,0,0,0,3,2577,2061,502,1,T,-184.8667792
428,34,female,0,0,1,30,2,1,1,1,1,0,1,0,0,1,1,0,0,0,11998,10798,-4141,0,T,-610.6447306
547,63,male,0,0,1,24,2,4,2,2,2,0,3,1,1,1,1,0,0,2,2924,2046,488,1,T,-139.431522
827,45,male,0,0,1,14,2,4,4,3,1,0,1,0,0,1,1,1,0,1,8978,7182,-3830,0,T,-439.3361921
279,31,male,1,0,1,12,0,2,2,1,1,0,2,0,0,1,1,0,1,0,1410,846,161,1,T,-724.3897841
658,27,female,1,0,1,12,2,1,3,2,1,0,2,0,0,1,0,0,1,4,2930,2051,492,1,T,377.7310861
948,44,male,0,0,2,15,4,4,4,2,2,0,4,0,0,1,1,0,0,3,1478,886,137,1,T,-277.2764414
611,39,male,3,0,2,18,1,4,4,3,2,0,2,0,1,1,1,0,0,1,6458,6458,-2804,0,T,-935.0110477
721,26,female,1,0,1,12,4,3,3,2,1,0,4,0,0,1,0,0,0,0,1424,1424,390,1,T,327.1327351
150,42,male,1,0,2,27,0,4,4,3,1,0,2,0,0,0,1,0,0,6,8318,7486,-5624,0,T,-2230.216204
932,27,female,0,0,2,15,3,4,4,1,1,0,1,0,0,1,0,0,0,3,3643,3643,855,1,T,-119.6218171
169,37,male,3,4,1,12,2,4,2,2,1,0,4,0,0,0,1,0,0,4,2279,1595,426,1,T,560.1214643
598,57,female,2,2,1,24,2,3,2,1,1,0,3,0,0,1,0,0,0,4,1258,1006,250,1,T,432.9761103
823,22,female,3,0,1,9,2,2,3,2,1,0,4,0,0,1,0,0,0,4,1478,1034,-372,0,T,623.7193448
702,25,male,0,4,3,30,0,3,1,2,1,0,2,0,1,1,0,0,0,6,8072,5650,351,1,T,-1678.255357
530,26,female,1,0,1,48,2,2,1,2,1,0,1,0,0,1,1,0,0,3,9960,7968,-2393,0,T,-1180.132595
956,31,female,1,0,2,18,4,2,1,1,1,0,2,0,0,1,0,0,1,3,1928,1735,-849,0,T,-332.8967844
789,23,male,1,0,1,48,2,2,2,2,1,0,2,0,0,1,1,0,0,6,15672,14104,-12029,0,T,-1536.137063
91,43,male,0,0,1,16,4,4,4,2,1,1,2,1,1,0,1,0,0,1,2625,2625,-1254,0,T,-470.9705192
164,44,female,0,0,1,18,1,3,2,2,1,0,4,0,1,1,0,0,0,3,1553,931,-366,0,T,-769.774225
544,25,male,1,4,1,12,2,1,2,2,1,0,2,0,0,1,1,0,1,4,1484,890,-456,0,T,589.0852428
479,60,female,1,4,1,20,2,4,0,3,1,0,1,0,0,1,1,0,1,2,6468,6468,2006,1,T,497.0505292
825,26,female,2,0,1,24,2,2,2,2,1,0,2,0,0,1,0,0,1,3,1925,1732,535,1,T,212.4286677
119,30,male,1,0,2,36,3,2,2,3,1,0,2,0,1,1,1,0,1,6,4455,4455,-2746,0,T,-914.0567971
920,40,male,1,0,1,18,3,3,4,3,1,0,4,0,0,1,1,0,0,3,4297,3437,-1255,0,T,-95.25355862
790,35,female,3,3,1,12,4,2,3,2,1,0,3,0,0,1,0,1,0,3,1592,955,167,1,T,944.4006598
607,29,male,3,0,1,12,2,2,1,2,1,0,2,0,1,1,0,0,0,4,2171,1953,592,1,T,104.344011
731,33,male,0,1,1,12,2,3,1,1,1,0,4,0,0,1,1,0,0,4,727,654,-340,0,T,104.7772786
638,34,female,3,0,2,18,3,3,0,2,1,0,2,0,0,1,0,0,1,4,2320,2088,348,1,T,366.738414
89,38,male,3,0,1,24,2,3,3,3,1,0,3,0,0,1,1,0,0,2,7814,7032,2237,1,T,466.678361
533,39,male,0,0,2,8,4,4,3,1,1,0,1,0,0,1,0,1,1,1,3398,3398,819,1,T,285.9027136
981,26,male,1,0,2,15,0,1,1,0,1,1,2,0,0,0,0,0,1,1,1778,1066,-428,0,T,-1553.281405
690,28,male,0,0,1,21,2,4,1,3,1,1,4,0,0,0,1,0,0,4,2606,2084,507,1,T,-555.736317
648,24,male,3,2,1,39,2,4,2,2,1,0,4,0,0,1,0,0,0,2,2569,2312,557,1,T,78.95295951
71,29,female,3,2,1,12,2,4,2,1,1,1,4,0,0,0,0,0,0,3,1123,1010,-535,0,T,141.3758342
639,21,male,3,4,1,18,2,2,1,2,1,1,4,0,0,0,1,0,1,4,1126,675,120,1,T,523.5245757
315,22,male,0,0,1,18,2,2,2,2,1,0,2,0,0,1,0,0,0,3,2462,1231,-464,0,T,-312.4701689
831,24,female,1,0,1,8,2,4,2,2,1,0,3,0,0,1,0,0,1,3,1237,989,-430,0,T,-24.4595155
414,21,female,3,1,1,60,2,4,3,2,1,0,2,0,0,1,1,0,1,4,10144,8115,2159,1,T,-4.956140866
663,41,male,2,0,1,6,2,2,2,2,1,0,2,0,0,1,1,0,1,3,2116,1692,476,1,T,595.2388368
570,50,male,3,2,1,6,2,4,2,2,1,1,2,0,0,0,0,0,0,2,1236,988,243,1,T,569.6212605
972,31,female,1,1,2,20,0,4,4,2,1,0,3,0,1,1,1,0,0,2,6148,4918,809,1,T,-848.6019104
546,29,female,3,0,1,24,2,1,1,3,1,0,4,0,0,1,1,0,0,2,2679,1339,281,1,T,11.10472211
674,23,male,1,0,2,24,2,4,2,3,1,1,1,0,0,0,0,0,0,2,11560,9248,-4648,0,T,-684.0654594
574,29,male,1,4,1,36,1,2,1,0,1,0,3,0,1,1,0,0,0,0,3990,3990,1326,1,T,-758.2698586
705,23,male,0,2,1,6,2,2,0,0,1,1,1,0,0,0,1,0,0,2,1352,811,141,1,T,228.2320082
670,29,male,1,0,2,12,2,3,3,2,1,0,4,1,0,1,0,1,1,4,1103,882,123,1,T,166.9043119
832,32,male,3,0,2,12,4,2,2,2,1,0,4,0,0,1,0,0,0,5,701,350,49,1,T,-39.46195901
770,38,male,3,0,1,12,4,2,0,0,1,0,1,0,0,1,0,0,0,1,926,740,163,1,T,38.74097125
392,28,male,3,3,1,11,2,2,4,2,1,0,1,0,0,1,1,0,1,6,2142,1499,344,1,T,90.20279251
281,24,female,0,0,2,20,4,4,4,2,1,0,1,0,0,1,0,0,0,3,4272,4272,1000,1,T,-383.6125995
5,30,female,3,2,1,30,2,2,4,3,1,0,4,0,1,1,0,0,0,4,2333,1166,235,1,T,68.55888188
964,26,male,0,0,2,42,3,2,3,2,2,0,3,0,1,1,1,0,0,4,4370,3933,-1461,0,T,-166.7458711
925,22,male,3,0,1,18,2,4,0,2,1,1,3,0,0,0,0,0,1,4,433,346,-116,0,T,-13.29025704
20,54,male,3,3,3,24,2,3,2,3,1,0,2,0,0,1,1,0,0,6,4591,4131,-2912,0,T,-766.0882533
183,24,male,2,0,1,12,2,1,2,2,1,0,3,0,0,1,0,0,0,4,3016,2412,567,1,T,408.3148351
694,28,male,2,0,1,9,2,2,2,1,1,0,3,0,0,1,0,0,1,4,745,447,-200,0,T,670.1116881
79,25,male,1,0,2,39,4,2,3,2,1,0,2,1,0,1,0,0,1,4,4933,3946,-2365,0,T,-185.2604633
687,27,male,0,0,1,18,2,1,1,2,1,0,4,0,1,1,0,0,0,4,2389,2150,676,1,T,-280.7842798
69,56,male,3,0,1,6,2,2,1,2,1,0,1,0,0,1,0,0,0,5,1538,1230,364,1,T,-30.0709307
473,21,female,3,0,1,27,2,3,2,2,1,1,3,0,0,0,0,0,1,1,2570,1799,-1039,0,T,-431.6088146
798,42,female,1,4,2,18,3,2,4,2,1,0,4,0,0,1,0,0,0,6,2427,2184,485,1,T,-209.1343192
296,28,female,1,2,1,24,2,4,1,2,1,1,3,0,0,0,0,0,0,2,4113,2879,-1160,0,T,-300.3592876
909,28,male,0,0,2,12,0,3,3,2,1,0,4,0,0,1,0,0,1,0,1108,1108,-368,0,T,-463.9747555
132,25,female,3,1,1,24,2,1,2,2,1,0,4,0,1,1,0,0,0,3,5511,3306,723,1,T,75.40951123
42,20,male,1,0,1,24,2,4,4,2,1,0,4,0,0,1,1,0,0,4,1967,1376,301,1,T,-463.887505
894,42,male,1,0,1,60,2,4,2,2,1,0,4,0,0,0,0,0,0,5,6288,5659,-3994,0,T,-1662.844845
966,41,male,1,0,1,18,4,1,4,2,1,0,2,0,0,1,1,0,0,3,6361,5088,1098,1,T,-252.908183
887,37,male,3,4,2,36,2,2,4,2,1,0,3,0,0,1,0,0,0,6,7409,4445,671,1,T,-591.4678692
397,35,male,3,2,2,24,2,2,4,2,1,0,3,0,1,1,1,0,0,4,2397,1677,-538,0,T,-14.66450258
264,23,female,1,4,1,15,2,1,1,2,1,0,4,0,0,1,0,0,0,4,1444,1010,194,1,T,220.2997328
177,24,female,0,0,2,18,4,4,2,2,1,1,4,0,0,0,0,0,1,3,2124,1486,-587,0,T,-314.4016488
368,24,male,3,2,1,6,4,2,2,2,1,0,1,0,0,1,0,0,0,1,2080,1872,568,1,T,530.0767667
433,36,female,3,0,2,18,4,3,2,2,1,0,4,0,0,1,0,0,1,1,1028,925,153,1,T,-17.82968333
139,38,male,1,0,1,18,2,4,0,3,1,0,3,0,0,0,1,0,0,2,12976,6488,-3587,0,T,-429.4996466
520,34,male,1,0,2,9,4,3,4,3,1,0,2,0,0,1,1,0,0,5,1501,1200,-764,0,T,-395.6736578
320,29,male,3,0,1,6,2,2,3,2,1,1,2,0,0,0,0,0,1,4,2108,1897,606,1,T,674.3658554
115,30,male,1,0,1,36,2,1,1,3,1,0,4,0,0,1,1,0,0,4,4795,3356,805,1,T,-786.2512698
453,26,female,1,0,1,18,2,4,2,1,2,0,4,1,0,1,0,0,1,4,1113,1113,371,1,T,-98.45728551
450,39,male,0,0,2,12,4,2,2,1,2,1,3,0,0,0,0,1,1,1,2122,1061,133,1,T,-358.9015371
